"","elementId","type","substitutionGroup","periodType","abstract","nillable","balance","ns"
"2132","ifrs_ExplanationOfShareOptionsInSharebasedPaymentArrangement","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2133","ifrs_ExplanationOfSignificantDecreaseInLevelOfGovernmentGrantsForAgriculturalActivity","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2134","ifrs_ExplanationOfSignificantDifferencesInAmountPresentedInStatementOfComprehensiveIncomeAndAmountsReportedToTaxAuthorities","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2135","ifrs_ExplanationOfSignificantTermsOfServiceConcessionArrangementThatMayAffectAmountTimingAndCertaintyOfFutureCashFlows","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2136","ifrs_ExplanationOfTermsAndConditionsOfOutstandingBalancesForRelatedPartyTransaction","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2137","ifrs_ExplanationOfTransactionsLinkedTogether","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2138","ifrs_ExplanationOfTransactionsRecognisedSeparatelyFromAcquisitionOfAssetsAndAssumptionOfLiabilitiesInBusinessCombination","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2139","ifrs_ExplanationOfTransfersOfCumulativeGainOrLossWithinEquityOfInvestmentsInEquityDesignatedAsMeasuredAtFairValueThroughOtherComprehensiveIncome","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2140","ifrs_ExplanationOfUnfulfilledConditionsAndOtherContingenciesAttachingToGovernmentAssistance","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2141","ifrs_ExplanationOfUnguaranteedResidualValuesAccruingToBenefitOfLessor","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2142","ifrs_ExplanationOfUsesOfAnySimplificationsInMeasuringDefinedBenefitObligation","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2143","ifrs_ExplanationOfValueAssignedToKeyAssumption","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2144","ifrs_ExplanationOfWhetherEntityAppliesExemptionInIAS2425","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2145","ifrs_ExplanationOfWhetherEntityHasObligationToReturnCollateralSoldOrRepledged","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2146","ifrs_ExplanationOfWhetherParticipantsContributeToRetirementBenefitPlan","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2147","ifrs_ExplanationOrCrossReferencesToInterimFinancialStatementDisclosuresForFirsttimeAdopter","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2148","ifrs_ExplanationWhichDisclosuresCouldNotBeMadeAndReasonsWhyTheyCannotBeMadeIfInitialAccountingForBusinessCombinationIsIncomplete","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2149","ifrs_ExplanationWhyFairValueBecomesReliableForBiologicalAssetsPreviouslyMeasuredAtCost","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2150","ifrs_ExplanationWhyFairValueCannotBeReliablyMeasuredForBiologicalAssetsAtCost","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2151","ifrs_ExplanationWhyFairValueCannotBeReliablyMeasuredForInvestmentPropertyAtCostWithinFairValueModel","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2152","ifrs_ExplanationWhyFairValueCannotBeReliablyMeasuredForInvestmentPropertyCostModel","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2153","ifrs_ExplanationWhyFinancialStatementsNotPreparedOnGoingConcernBasis","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2154","ifrs_ExpropriationOfMajorAssetsByGovernmentMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2155","ifrs_FactorsUsedToIdentifyEntitysReportableSegments","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2156","ifrs_FairValueAsDeemedCostAxis","xbrli:stringItemType","xbrldt:dimensionItem","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2157","ifrs_FairValueGainsLossesOnFinancialAssetsReclassifiedOutOfAvailableforsaleFinancialAssetsNotRecognisedInOtherComprehensiveIncome","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2158","ifrs_FairValueGainsLossesOnFinancialAssetsReclassifiedOutOfAvailableforsaleFinancialAssetsRecognisedInOtherComprehensiveIncome","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2159","ifrs_FairValueGainsLossesOnFinancialAssetsReclassifiedOutOfFinancialAssetsAtFairValueThroughProfitOrLossNotRecognisedInProfitOrLoss","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2160","ifrs_FairValueGainsLossesOnFinancialAssetsReclassifiedOutOfFinancialAssetsAtFairValueThroughProfitOrLossRecognisedInProfitOrLoss","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2161","ifrs_FairValueGainsOrLossThatWouldHaveBeenRecognisedInProfitOrLossIfFinancialAssetsHadNotBeenReclassified","xbrli:monetaryItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2162","ifrs_FairValueHedgesMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2163","ifrs_FairValueModelMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2164","ifrs_FairValueOfAcquiredReceivables","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2165","ifrs_FairValueOfFinancialAssetsReclassifiedAsMeasuredAtAmortisedCost","xbrli:monetaryItemType","xbrli:item","instant",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2166","ifrs_FairValueOfInvestmentInJointVenturesWherePriceQuotationsPublished","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2167","ifrs_FairValueOfInvestmentsInAssociatesWherePriceQuotationsPublished","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2168","ifrs_FairValueOfInvestmentsInEquityInstrumentsMeasuredAtFairValueThroughOtherComprehensiveIncomeAtDateOfDerecognition","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2169","ifrs_FairValueOfPropertyPlantAndEquipmentMateriallyDifferentFromCarryingAmount","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2170","ifrs_FeeExpenseArisingFromFinancialLiabilitiesNotAtFairValueThroughProfitOrLoss","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2171","ifrs_FeeIncomeAndExpenseAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2172","ifrs_FeeIncomeArisingFromFinancialAssetsMeasuredAtAmortisedCost","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2173","ifrs_FeeIncomeExpenseArisingFromFinancialAssetsOrFinancialLiabilitiesNotAtFairValueThroughProfitOrLoss","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2174","ifrs_FeeIncomeExpenseArisingFromTrustAndFiduciaryActivities","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2175","ifrs_FinanceCosts","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2176","ifrs_FinanceIncome","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2177","ifrs_FinancialAssets","xbrli:monetaryItemType","xbrli:item","instant","false","true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2178","ifrs_FinancialAssetsAtAmortisedCost","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2179","ifrs_FinancialAssetsAtFairValue","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2180","ifrs_FinancialAssetsAtFairValueThroughOtherComprehensiveIncome","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2181","ifrs_FinancialAssetsAtFairValueThroughProfitOrLoss","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2182","ifrs_FinancialAssetsAtFairValueThroughProfitOrLossAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2183","ifrs_FinancialAssetsAtFairValueThroughProfitOrLossClassifiedAsHeldForTrading","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2184","ifrs_FinancialAssetsAtFairValueThroughProfitOrLossDesignatedAsUponInitialRecognition","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2185","ifrs_FinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2186","ifrs_FinancialAssetsAvailableforsale","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2187","ifrs_FinancialAssetsDesignatedAsMeasuredAtFairValueAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2188","ifrs_FinancialAssetsMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2189","ifrs_FinancialAssetsPledgedAsCollateralForLiabilitiesOrContingentLiabilities","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2190","ifrs_FinancialAssetsReclassifiedOutOfAvailableforsaleFinancialAssetsAtFairValue","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2191","ifrs_FinancialAssetsReclassifiedOutOfAvailableforsaleFinancialAssetsCarryingAmount","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2192","ifrs_FinancialAssetsReclassifiedOutOfFinancialAssetsAtFairValueThroughProfitOrLossAtFairValue","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2193","ifrs_FinancialAssetsReclassifiedOutOfFinancialAssetsAtFairValueThroughProfitOrLossCarryingAmount","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2194","ifrs_FinancialAssetsThatAreDebtInstrumentsAtCost","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2195","ifrs_FinancialAssetsThatAreEquityInstrumentsAtCost","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2196","ifrs_FinancialAssetsWhichDoNotQualifyForDerecognitionAxis","xbrli:stringItemType","xbrldt:dimensionItem","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2197","ifrs_FinancialAssetsWhichDoNotQualifyForDerecognitionMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2198","ifrs_FinancialEffectOfChangesInAccountingPolicyMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2199","ifrs_FinancialEffectOfCorrectionsOfAccountingErrorsMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2200","ifrs_FinancialEffectOfTransitionFromPreviousGAAPToIFRSsAxis","xbrli:stringItemType","xbrldt:dimensionItem","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2201","ifrs_FinancialInstrumentsDesignatedAsHedgingInstrumentsAtFairValue","xbrli:monetaryItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2202","ifrs_FinancialInstrumentsMeasuredInLevel1OfFairValueHierarchy","xbrli:monetaryItemType","xbrli:item","instant",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2203","ifrs_FinancialInstrumentsMeasuredInLevel2OfFairValueHierarchy","xbrli:monetaryItemType","xbrli:item","instant",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2204","ifrs_FinancialInstrumentsMeasuredInLevel3OfFairValueHierarchy","xbrli:monetaryItemType","xbrli:item","instant",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2205","ifrs_FinancialInstrumentsWhoseFairValuePreviouslyCouldNotBeReliablyMeasuredAtTimeOfDerecognition","xbrli:monetaryItemType","xbrli:item","instant","false","true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2206","ifrs_FinancialLiabilities","xbrli:monetaryItemType","xbrli:item","instant","false","true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2207","ifrs_FinancialLiabilitiesAtAmortisedCost","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2208","ifrs_FinancialLiabilitiesAtFairValue","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2209","ifrs_FinancialLiabilitiesAtFairValueThroughProfitOrLoss","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2210","ifrs_FinancialLiabilitiesAtFairValueThroughProfitOrLossAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2211","ifrs_FinancialLiabilitiesAtFairValueThroughProfitOrLossClassifiedAsHeldForTrading","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2212","ifrs_FinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedAsUponInitialRecognition","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2213","ifrs_FinancialLiabilitiesMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2214","ifrs_FinancialLiabilitiesReclassifiedIntoEquity","xbrli:monetaryItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2215","ifrs_FinishedGoods","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2216","ifrs_FixturesAndFittings","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2217","ifrs_FixturesAndFittingsMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2218","ifrs_ForeignCountriesMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2219","ifrs_ForeignExchangeOrInterestRateRisksInFirmCommitmentOrHighlyProbableForecastTransactionsMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2220","ifrs_ForeignExchangeRisksInNetInvestmentInForeignOperationsMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2221","ifrs_FutureFinanceChargeOnFinanceLease","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2222","ifrs_FutureFinanceChargeOnFinanceLeaseAtPresentValue","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2223","ifrs_GainLossArisingFromDifferenceBetweenCarryingAmountOfFinancialLiabilityExtinguishedAndConsiderationPaid","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2224","ifrs_GainLossRecognisedAsResultOfRemeasuringToFairValueEquityInterestInAcquireeHeldByAcquirerBeforeBusinessCombination","xbrli:monetaryItemType","xbrli:item","duration","false","true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2225","ifrs_GainLossRecognisedOnFinancialInstrumentsWhoseFairValuePreviouslyCouldNotBeReliablyMeasured","xbrli:monetaryItemType","xbrli:item","duration","false","true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2226","ifrs_GainLossRecognisedOnMeasurementToFairValueLessCostsToSellOrOnDisposalOfAssetsOrDisposalGroupsConstitutingDiscontinuedOperation","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2227","ifrs_GainLossThatIsOfSuchSizeNatureOrIncidenceThatDisclosureIsRelevantToUnderstandingCombinedEntitysFinancialStatements","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2228","ifrs_GainLossThatRelatesToIdentifiableAssetsAcquiredOrLiabilitiesAssumedInBusinessCombination","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2229","ifrs_GainRecognisedInBargainPurchaseTransaction","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2230","ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2231","ifrs_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2232","ifrs_GainsLossesForPeriodIncludedInProfitOrLossForAssetsHeldAtEndOfReportingPeriod","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2233","ifrs_GainsLossesFromGovernmentGrants","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2234","ifrs_GainsLossesOnAvailableforsaleFinancialAssets","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2235","ifrs_GainsLossesOnCashFlowHedgesBeforeTax","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2236","ifrs_GainsLossesOnCashFlowHedgesNetOfTax","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2237","ifrs_GainsLossesOnChangeInFairValueEstimatesOfBiologicalAssetsForCurrentPeriod","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
