"","elementId","lang","labelRole","labelString","href"
"4488","ifrs_IncreaseDecreaseThroughContributionsByEmployerReimbursementRightsAtFairValue","zh-tw","http://www.xbrl.org/2003/role/label","雇主提撥之增加(減少)數-歸墊權-按公允價值","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughContributionsByEmployerReimbursementRightsAtFairValue"
"4489","ifrs_IncreaseDecreaseThroughContributionsByPlanParticipantsPlanAssetsAtFairValue","zh-tw","http://www.xbrl.org/2003/role/label","計畫參與者提撥之增加(減少)數-計畫資產-按公允價值","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughContributionsByPlanParticipantsPlanAssetsAtFairValue"
"4490","ifrs_IncreaseDecreaseThroughContributionsByPlanParticipantsReimbursementRightsAtFairValue","zh-tw","http://www.xbrl.org/2003/role/label","計畫參與者提撥之增加(減少)數-歸墊權-按公允價值","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughContributionsByPlanParticipantsReimbursementRightsAtFairValue"
"4491","ifrs_IncreaseDecreaseThroughCorrectionsOfErrors","zh-tw","http://www.xbrl.org/2003/role/label","錯誤更正之增加(減少)數","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughCorrectionsOfErrors"
"4492","ifrs_IncreaseDecreaseThroughCorrectionsOfErrorsRetainedEarnings","zh-tw","http://www.xbrl.org/2003/role/label","錯誤更正之增加(減少)數-保留盈餘","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughCorrectionsOfErrorsRetainedEarnings"
"4493","ifrs_IncreaseDecreaseThroughCurrentServiceCostDefinedBenefitObligationAtPresentValue","zh-tw","http://www.xbrl.org/2003/role/label","當期服務成本之增加(減少)數-確定福利義務-按現值","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughCurrentServiceCostDefinedBenefitObligationAtPresentValue"
"4494","ifrs_IncreaseDecreaseThroughExpectedReturnPlanAssetsAtFairValue","zh-tw","http://www.xbrl.org/2003/role/label","預期報酬之增加(減少)數-計畫資產-按公允價值","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughExpectedReturnPlanAssetsAtFairValue"
"4495","ifrs_IncreaseDecreaseThroughExpectedReturnReimbursementRightsAtFairValue","zh-tw","http://www.xbrl.org/2003/role/label","預期報酬之增加(減少)數-歸墊權-按公允價值","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughExpectedReturnReimbursementRightsAtFairValue"
"4496","ifrs_IncreaseDecreaseThroughInterestCostDefinedBenefitObligationAtPresentValue","zh-tw","http://www.xbrl.org/2003/role/label","利息成本之增加(減少)數-確定福利義務-按現值","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughInterestCostDefinedBenefitObligationAtPresentValue"
"4497","ifrs_IncreaseDecreaseThroughNetExchangeDifferencesBiologicalAssets","zh-tw","http://www.xbrl.org/2003/role/label","淨兌換差額之增加(減少)數-生物資產","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughNetExchangeDifferencesBiologicalAssets"
"4498","ifrs_IncreaseDecreaseThroughNetExchangeDifferencesDefinedBenefitObligationAtPresentValue","zh-tw","http://www.xbrl.org/2003/role/label","淨兌換差額之增加(減少)數-確定福利義務-按現值","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughNetExchangeDifferencesDefinedBenefitObligationAtPresentValue"
"4499","ifrs_IncreaseDecreaseThroughNetExchangeDifferencesGoodwill","zh-tw","http://www.xbrl.org/2003/role/label","淨兌換差額之增加(減少)數-商譽","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughNetExchangeDifferencesGoodwill"
"4500","ifrs_IncreaseDecreaseThroughNetExchangeDifferencesIntangibleAssetsOtherThanGoodwill","zh-tw","http://www.xbrl.org/2003/role/label","淨兌換差額之增加(減少)數-商譽以外之無形資產","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughNetExchangeDifferencesIntangibleAssetsOtherThanGoodwill"
"4501","ifrs_IncreaseDecreaseThroughNetExchangeDifferencesInvestmentProperty","zh-tw","http://www.xbrl.org/2003/role/label","淨兌換差額之增加(減少)數-投資性不動產","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughNetExchangeDifferencesInvestmentProperty"
"4502","ifrs_IncreaseDecreaseThroughNetExchangeDifferencesOtherProvisions","zh-tw","http://www.xbrl.org/2003/role/label","淨兌換差額之增加(減少)數-其他負債準備","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughNetExchangeDifferencesOtherProvisions"
"4503","ifrs_IncreaseDecreaseThroughNetExchangeDifferencesPlanAssetsAtFairValue","zh-tw","http://www.xbrl.org/2003/role/label","淨兌換差額之增加(減少)數-計畫資產-按公允價值","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughNetExchangeDifferencesPlanAssetsAtFairValue"
"4504","ifrs_IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment","zh-tw","http://www.xbrl.org/2003/role/label","淨兌換差額之增加(減少)數-不動產、廠房及設備","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughNetExchangeDifferencesPropertyPlantAndEquipment"
"4505","ifrs_IncreaseDecreaseThroughNetExchangeDifferencesReimbursementRightsAtFairValue","zh-tw","http://www.xbrl.org/2003/role/label","淨兌換差額之增加(減少)數-歸墊權-按公允價值","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughNetExchangeDifferencesReimbursementRightsAtFairValue"
"4506","ifrs_IncreaseDecreaseThroughOtherContributionsByOwners","zh-tw","http://www.xbrl.org/2003/role/label","業主其他投入之增加(減少)數","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughOtherContributionsByOwners"
"4507","ifrs_IncreaseDecreaseThroughOtherDistributionsToOwners","zh-tw","http://www.xbrl.org/2003/role/label","其他分配予業主之增加(減少)數","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughOtherDistributionsToOwners"
"4508","ifrs_IncreaseDecreaseThroughOtherDistributionsToOwners","zh-tw","http://www.xbrl.org/2009/role/negatedLabel","其他分配予業主之減少(增加)數","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughOtherDistributionsToOwners"
"4509","ifrs_IncreaseDecreaseThroughPastServiceCostDefinedBenefitObligationAtPresentValue","zh-tw","http://www.xbrl.org/2003/role/label","前期服務成本之增加(減少)數-確定福利義務-按現值","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughPastServiceCostDefinedBenefitObligationAtPresentValue"
"4510","ifrs_IncreaseDecreaseThroughTimeValueOfMoneyAdjustmentOtherProvisions","zh-tw","http://www.xbrl.org/2003/role/label","貨幣時間價值調整之增加(減少)數-其他負債準備","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughTimeValueOfMoneyAdjustmentOtherProvisions"
"4511","ifrs_IncreaseDecreaseThroughTransfersAndOtherChangesBiologicalAssets","zh-tw","http://www.xbrl.org/2003/role/label","其他變動之增加(減少)數-生物資產","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughTransfersAndOtherChangesBiologicalAssets"
"4512","ifrs_IncreaseDecreaseThroughTransfersAndOtherChangesEquity","zh-tw","http://www.xbrl.org/2003/role/label","移轉及其他變動之增加(減少)數-權益","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughTransfersAndOtherChangesEquity"
"4513","ifrs_IncreaseDecreaseThroughTransfersAndOtherChangesGoodwill","zh-tw","http://www.xbrl.org/2003/role/label","移轉及其他變動之增加(減少)數-商譽","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughTransfersAndOtherChangesGoodwill"
"4514","ifrs_IncreaseDecreaseThroughTransfersAndOtherChangesIntangibleAssetsOtherThanGoodwill","zh-tw","http://www.xbrl.org/2003/role/label","移轉及其他變動之增加(減少)數-商譽以外之無形資產","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughTransfersAndOtherChangesIntangibleAssetsOtherThanGoodwill"
"4515","ifrs_IncreaseDecreaseThroughTransfersAndOtherChangesInvestmentProperty","zh-tw","http://www.xbrl.org/2003/role/label","移轉之增加(減少)數-投資性不動產","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughTransfersAndOtherChangesInvestmentProperty"
"4516","ifrs_IncreaseDecreaseThroughTransfersAndOtherChangesOtherProvisions","zh-tw","http://www.xbrl.org/2003/role/label","移轉及其他變動之增加(減少)數-其他負債準備","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughTransfersAndOtherChangesOtherProvisions"
"4517","ifrs_IncreaseDecreaseThroughTransfersAndOtherChangesPropertyPlantAndEquipment","zh-tw","http://www.xbrl.org/2003/role/label","移轉及其他變動之增加(減少)數-不動產、廠房及設備","../ifrs-cor_2010-04-30.xsd#ifrs_IncreaseDecreaseThroughTransfersAndOtherChangesPropertyPlantAndEquipment"
"4518","ifrs_IndicationOfOtherFormsOfGovernmentAssistanceWithDirectBenefitsForEntity","zh-tw","http://www.xbrl.org/2003/role/label","企業已直接受惠之其他形式政府輔助之說明","../ifrs-cor_2010-04-30.xsd#ifrs_IndicationOfOtherFormsOfGovernmentAssistanceWithDirectBenefitsForEntity"
"4519","ifrs_InformationAboutContingentAssetsThatDisclosureIsNotPracticable","zh-tw","http://www.xbrl.org/2003/role/label","有關揭露係實務上不可行之或有資產之資訊","../ifrs-cor_2010-04-30.xsd#ifrs_InformationAboutContingentAssetsThatDisclosureIsNotPracticable"
"4520","ifrs_InformationAboutContingentLiabilitiesThatDisclosureIsNotPracticable","zh-tw","http://www.xbrl.org/2003/role/label","有關揭露係實務上不可行之或有負債之資訊","../ifrs-cor_2010-04-30.xsd#ifrs_InformationAboutContingentLiabilitiesThatDisclosureIsNotPracticable"
"4521","ifrs_InformationAboutCreditQualityOfNeitherPastDueNorImpairedFinancialAssets","zh-tw","http://www.xbrl.org/2003/role/label","有關未逾期亦未減損金融資產之信用品質之資訊","../ifrs-cor_2010-04-30.xsd#ifrs_InformationAboutCreditQualityOfNeitherPastDueNorImpairedFinancialAssets"
"4522","ifrs_InformationAboutMajorCustomers","zh-tw","http://www.xbrl.org/2003/role/label","有關主要客戶之資訊","../ifrs-cor_2010-04-30.xsd#ifrs_InformationAboutMajorCustomers"
"4523","ifrs_IntangibleAssetsOtherThanGoodwill","zh-tw","http://www.xbrl.org/2003/role/label","商譽以外之無形資產","../ifrs-cor_2010-04-30.xsd#ifrs_IntangibleAssetsOtherThanGoodwill"
"4524","ifrs_IntangibleAssetsOtherThanGoodwill","zh-tw","http://www.xbrl.org/2003/role/totalLabel","商譽以外之無形資產總額","../ifrs-cor_2010-04-30.xsd#ifrs_IntangibleAssetsOtherThanGoodwill"
"4525","ifrs_IntangibleAssetsOtherThanGoodwill","zh-tw","http://www.xbrl.org/2003/role/periodStartLabel","期初商譽以外之無形資產","../ifrs-cor_2010-04-30.xsd#ifrs_IntangibleAssetsOtherThanGoodwill"
"4526","ifrs_IntangibleAssetsOtherThanGoodwill","zh-tw","http://www.xbrl.org/2003/role/periodEndLabel","期末商譽以外之無形資產","../ifrs-cor_2010-04-30.xsd#ifrs_IntangibleAssetsOtherThanGoodwill"
"4527","ifrs_IntangibleAssetsOtherThanGoodwillAbstract","zh-tw","http://www.xbrl.org/2003/role/label","商譽以外之無形資產 [抽象元素]","../ifrs-cor_2010-04-30.xsd#ifrs_IntangibleAssetsOtherThanGoodwillAbstract"
"4528","ifrs_IntangibleAssetsOtherThanGoodwillAccumulatedAmortisationAndImpairment","zh-tw","http://www.xbrl.org/2003/role/label","商譽以外之無形資產-累計攤銷及減損","../ifrs-cor_2010-04-30.xsd#ifrs_IntangibleAssetsOtherThanGoodwillAccumulatedAmortisationAndImpairment"
"4529","ifrs_IntangibleAssetsOtherThanGoodwillAccumulatedAmortisationAndImpairment","zh-tw","http://www.xbrl.org/2009/role/negatedPeriodStartLabel","商譽以外之無形資產-期初累計攤銷及減損","../ifrs-cor_2010-04-30.xsd#ifrs_IntangibleAssetsOtherThanGoodwillAccumulatedAmortisationAndImpairment"
"4530","ifrs_IntangibleAssetsOtherThanGoodwillAccumulatedAmortisationAndImpairment","zh-tw","http://www.xbrl.org/2009/role/negatedPeriodEndLabel","商譽以外之無形資產-期末累計攤銷及減損","../ifrs-cor_2010-04-30.xsd#ifrs_IntangibleAssetsOtherThanGoodwillAccumulatedAmortisationAndImpairment"
"4531","ifrs_IntangibleAssetsOtherThanGoodwillCarryingAmountAtCostOfRevaluedAssets","zh-tw","http://www.xbrl.org/2003/role/label","商譽以外之無形資產-重估價資產按成本之帳面金額","../ifrs-cor_2010-04-30.xsd#ifrs_IntangibleAssetsOtherThanGoodwillCarryingAmountAtCostOfRevaluedAssets"
"4532","ifrs_IntangibleAssetsOtherThanGoodwillCarryingAmountOfRevaluedAssets","zh-tw","http://www.xbrl.org/2003/role/label","商譽以外之無形資產-重估價資產之帳面金額","../ifrs-cor_2010-04-30.xsd#ifrs_IntangibleAssetsOtherThanGoodwillCarryingAmountOfRevaluedAssets"
"4533","ifrs_IntangibleAssetsOtherThanGoodwillGross","zh-tw","http://www.xbrl.org/2003/role/label","商譽以外之無形資產-總額","../ifrs-cor_2010-04-30.xsd#ifrs_IntangibleAssetsOtherThanGoodwillGross"
"4534","ifrs_IntangibleAssetsOtherThanGoodwillGross","zh-tw","http://www.xbrl.org/2003/role/periodStartLabel","商譽以外之無形資產-期初總額","../ifrs-cor_2010-04-30.xsd#ifrs_IntangibleAssetsOtherThanGoodwillGross"
"4535","ifrs_IntangibleAssetsOtherThanGoodwillGross","zh-tw","http://www.xbrl.org/2003/role/periodEndLabel","商譽以外之無形資產-期末總額","../ifrs-cor_2010-04-30.xsd#ifrs_IntangibleAssetsOtherThanGoodwillGross"
"4536","ifrs_IntangibleAssetsOtherThanGoodwillRevaluationSurplus","zh-tw","http://www.xbrl.org/2003/role/label","商譽以外之無形資產-重估增值","../ifrs-cor_2010-04-30.xsd#ifrs_IntangibleAssetsOtherThanGoodwillRevaluationSurplus"
"4537","ifrs_IntangibleAssetsUnderDevelopment","zh-tw","http://www.xbrl.org/2003/role/label","發展中之無形資產","../ifrs-cor_2010-04-30.xsd#ifrs_IntangibleAssetsUnderDevelopment"
"4538","ifrs_IntangibleAssetsUnderDevelopmentMember","zh-tw","http://www.xbrl.org/2003/role/label","發展中之無形資產 [欄項目]","../ifrs-cor_2010-04-30.xsd#ifrs_IntangibleAssetsUnderDevelopmentMember"
"4539","ifrs_IntangibleExplorationAndEvaluationAssets","zh-tw","http://www.xbrl.org/2003/role/label","無形探勘及評估資產","../ifrs-cor_2010-04-30.xsd#ifrs_IntangibleExplorationAndEvaluationAssets"
"4540","ifrs_IntangibleExplorationAndEvaluationAssetsMember","zh-tw","http://www.xbrl.org/2003/role/label","無形探勘及評估資產 [欄項目]","../ifrs-cor_2010-04-30.xsd#ifrs_IntangibleExplorationAndEvaluationAssetsMember"
"4541","ifrs_IntangibleExplorationAndEvaluationAssetsInternallyGeneratedMember","zh-tw","http://www.xbrl.org/2003/role/label","無形探勘及評估資產-內部產生 [欄項目]","../ifrs-cor_2010-04-30.xsd#ifrs_IntangibleExplorationAndEvaluationAssetsInternallyGeneratedMember"
"4542","ifrs_IntangibleExplorationAndEvaluationAssetsNotInternallyGeneratedMember","zh-tw","http://www.xbrl.org/2003/role/label","無形探勘及評估資產-非內部產生 [欄項目]","../ifrs-cor_2010-04-30.xsd#ifrs_IntangibleExplorationAndEvaluationAssetsNotInternallyGeneratedMember"
"4543","ifrs_InterestCostDefinedBenefitPlan","zh-tw","http://www.xbrl.org/2003/role/label","利息成本-確定福利計畫","../ifrs-cor_2010-04-30.xsd#ifrs_InterestCostDefinedBenefitPlan"
"4544","ifrs_InterestExpense","zh-tw","http://www.xbrl.org/2003/role/label","利息費用","../ifrs-cor_2010-04-30.xsd#ifrs_InterestExpense"
"4545","ifrs_InterestExpenseForFinancialLiabilitiesNotAtFairValueThroughProfitOrLoss","zh-tw","http://www.xbrl.org/2003/role/label","非透過損益按公允價值衡量之金融負債之利息費用","../ifrs-cor_2010-04-30.xsd#ifrs_InterestExpenseForFinancialLiabilitiesNotAtFairValueThroughProfitOrLoss"
"4546","ifrs_InterestIncomeAndInterestExpenseForFinancialAssetsOrFinancialLiabilitiesNotAtFairValueThroughProfitOrLossAbstract","zh-tw","http://www.xbrl.org/2003/role/label","非透過損益按公允價值衡量之金融資產或金融負債之利息收入及利息費用 [抽象元素]","../ifrs-cor_2010-04-30.xsd#ifrs_InterestIncomeAndInterestExpenseForFinancialAssetsOrFinancialLiabilitiesNotAtFairValueThroughProfitOrLossAbstract"
"4547","ifrs_InterestIncomeForFinancialAssetsNotAtFairValueThroughProfitOrLoss","zh-tw","http://www.xbrl.org/2003/role/label","非透過損益按公允價值衡量之金融資產之利息收入","../ifrs-cor_2010-04-30.xsd#ifrs_InterestIncomeForFinancialAssetsNotAtFairValueThroughProfitOrLoss"
"4548","ifrs_InterestIncomeOnImpairedFinancialAssetsAccrued","zh-tw","http://www.xbrl.org/2003/role/label","已減損金融資產之應計利息收入","../ifrs-cor_2010-04-30.xsd#ifrs_InterestIncomeOnImpairedFinancialAssetsAccrued"
"4549","ifrs_InterestIncomeOnImpairedFinancialAssetsAccruedAbstract","zh-tw","http://www.xbrl.org/2003/role/label","已減損金融資產之應計利息收入 [抽象元素]","../ifrs-cor_2010-04-30.xsd#ifrs_InterestIncomeOnImpairedFinancialAssetsAccruedAbstract"
"4550","ifrs_InterestPaidClassifiedAsFinancingActivities","zh-tw","http://www.xbrl.org/2003/role/label","已付利息-分類為籌資活動","../ifrs-cor_2010-04-30.xsd#ifrs_InterestPaidClassifiedAsFinancingActivities"
"4551","ifrs_InterestPaidClassifiedAsFinancingActivities","zh-tw","http://www.xbrl.org/2009/role/negatedTerseLabel","已付利息","../ifrs-cor_2010-04-30.xsd#ifrs_InterestPaidClassifiedAsFinancingActivities"
"4552","ifrs_InterestPaidClassifiedAsOperatingActivities","zh-tw","http://www.xbrl.org/2003/role/label","已付利息-分類為營業活動","../ifrs-cor_2010-04-30.xsd#ifrs_InterestPaidClassifiedAsOperatingActivities"
"4553","ifrs_InterestPaidClassifiedAsOperatingActivities","zh-tw","http://www.xbrl.org/2009/role/negatedTerseLabel","已付利息","../ifrs-cor_2010-04-30.xsd#ifrs_InterestPaidClassifiedAsOperatingActivities"
"4554","ifrs_InterestReceivedClassifiedAsInvestingActivities","zh-tw","http://www.xbrl.org/2003/role/label","已收利息-分類為投資活動","../ifrs-cor_2010-04-30.xsd#ifrs_InterestReceivedClassifiedAsInvestingActivities"
"4555","ifrs_InterestReceivedClassifiedAsInvestingActivities","zh-tw","http://www.xbrl.org/2003/role/terseLabel","已收利息","../ifrs-cor_2010-04-30.xsd#ifrs_InterestReceivedClassifiedAsInvestingActivities"
"4556","ifrs_InterestReceivedClassifiedAsOperatingActivities","zh-tw","http://www.xbrl.org/2003/role/label","已收利息-分類為營業活動","../ifrs-cor_2010-04-30.xsd#ifrs_InterestReceivedClassifiedAsOperatingActivities"
"4557","ifrs_InterestReceivedClassifiedAsOperatingActivities","zh-tw","http://www.xbrl.org/2003/role/terseLabel","已收利息","../ifrs-cor_2010-04-30.xsd#ifrs_InterestReceivedClassifiedAsOperatingActivities"
"4558","ifrs_InterestRevenueExpense","zh-tw","http://www.xbrl.org/2003/role/label","利息收入(費用)","../ifrs-cor_2010-04-30.xsd#ifrs_InterestRevenueExpense"
"4559","ifrs_IntrinsicValueOfLiabilitiesFromSharebasedPaymentTransactionsForWhichCounterpartysRightToCashOrOtherAssetsVested","zh-tw","http://www.xbrl.org/2003/role/label","股份基礎給付交易對方對現金或其他資產之權利已屬既得之負債內含價值","../ifrs-cor_2010-04-30.xsd#ifrs_IntrinsicValueOfLiabilitiesFromSharebasedPaymentTransactionsForWhichCounterpartysRightToCashOrOtherAssetsVested"
"4560","ifrs_Inventories","zh-tw","http://www.xbrl.org/2003/role/label","存貨","../ifrs-cor_2010-04-30.xsd#ifrs_Inventories"
"4561","ifrs_Inventories","zh-tw","http://www.xbrl.org/2003/role/totalLabel","存貨總額","../ifrs-cor_2010-04-30.xsd#ifrs_Inventories"
"4562","ifrs_InventoriesAtFairValueLessCostsToSell","zh-tw","http://www.xbrl.org/2003/role/label","存貨-按公允價值減出售成本","../ifrs-cor_2010-04-30.xsd#ifrs_InventoriesAtFairValueLessCostsToSell"
"4563","ifrs_InventoryCostFormulas","zh-tw","http://www.xbrl.org/2003/role/label","存貨成本公式","../ifrs-cor_2010-04-30.xsd#ifrs_InventoryCostFormulas"
"4564","ifrs_InventoryWritedown","zh-tw","http://www.xbrl.org/2003/role/label","存貨冲減","../ifrs-cor_2010-04-30.xsd#ifrs_InventoryWritedown"
"4565","ifrs_InvestmentAccountedForUsingEquityMethod","zh-tw","http://www.xbrl.org/2003/role/label","採用權益法之投資","../ifrs-cor_2010-04-30.xsd#ifrs_InvestmentAccountedForUsingEquityMethod"
"4566","ifrs_InvestmentProperty","zh-tw","http://www.xbrl.org/2003/role/label","投資性不動產","../ifrs-cor_2010-04-30.xsd#ifrs_InvestmentProperty"
"4567","ifrs_InvestmentProperty","zh-tw","http://www.xbrl.org/2003/role/periodStartLabel","期初投資性不動產","../ifrs-cor_2010-04-30.xsd#ifrs_InvestmentProperty"
"4568","ifrs_InvestmentProperty","zh-tw","http://www.xbrl.org/2003/role/periodEndLabel","期末投資性不動產","../ifrs-cor_2010-04-30.xsd#ifrs_InvestmentProperty"
"4569","ifrs_InvestmentsInAssociates","zh-tw","http://www.xbrl.org/2003/role/label","投資關聯企業","../ifrs-cor_2010-04-30.xsd#ifrs_InvestmentsInAssociates"
"4570","ifrs_InvestmentsInJointVentures","zh-tw","http://www.xbrl.org/2003/role/label","投資合資","../ifrs-cor_2010-04-30.xsd#ifrs_InvestmentsInJointVentures"
"4571","ifrs_InvestmentsInSubsidiaries","zh-tw","http://www.xbrl.org/2003/role/label","投資子公司","../ifrs-cor_2010-04-30.xsd#ifrs_InvestmentsInSubsidiaries"
"4572","ifrs_InvestmentsInSubsidiariesJointVenturesAndAssociates","zh-tw","http://www.xbrl.org/2003/role/label","投資子公司、合資及關聯企業","../ifrs-cor_2010-04-30.xsd#ifrs_InvestmentsInSubsidiariesJointVenturesAndAssociates"
"4573","ifrs_InvestmentsInSubsidiariesJointVenturesAndAssociates","zh-tw","http://www.xbrl.org/2003/role/totalLabel","投資子公司、合資及關聯企業總額","../ifrs-cor_2010-04-30.xsd#ifrs_InvestmentsInSubsidiariesJointVenturesAndAssociates"
"4574","ifrs_InvestmentsInSubsidiariesJointVenturesAndAssociatesAbstract","zh-tw","http://www.xbrl.org/2003/role/label","投資子公司、合資及關聯企業 [抽象元素]","../ifrs-cor_2010-04-30.xsd#ifrs_InvestmentsInSubsidiariesJointVenturesAndAssociatesAbstract"
"4575","ifrs_IssuedCapital","zh-tw","http://www.xbrl.org/2003/role/label","已發行股本","../ifrs-cor_2010-04-30.xsd#ifrs_IssuedCapital"
"4576","ifrs_IssueOfEquity","zh-tw","http://www.xbrl.org/2003/role/label","發行權益","../ifrs-cor_2010-04-30.xsd#ifrs_IssueOfEquity"
"4577","ifrs_LandAndBuildings","zh-tw","http://www.xbrl.org/2003/role/label","土地及建築物","../ifrs-cor_2010-04-30.xsd#ifrs_LandAndBuildings"
"4578","ifrs_LandAndBuildings","zh-tw","http://www.xbrl.org/2003/role/totalLabel","土地及建築物總額","../ifrs-cor_2010-04-30.xsd#ifrs_LandAndBuildings"
"4579","ifrs_LandAndBuildingsMember","zh-tw","http://www.xbrl.org/2003/role/label","土地及建築物 [欄項目]","../ifrs-cor_2010-04-30.xsd#ifrs_LandAndBuildingsMember"
"4580","ifrs_LeaseAndSubleasePaymentsRecognisedAsExpense","zh-tw","http://www.xbrl.org/2003/role/label","認列為費用之租賃及轉租給付","../ifrs-cor_2010-04-30.xsd#ifrs_LeaseAndSubleasePaymentsRecognisedAsExpense"
"4581","ifrs_LeaseAndSubleasePaymentsRecognisedAsExpense","zh-tw","http://www.xbrl.org/2003/role/totalLabel","認列為費用之租賃及轉租給付總額","../ifrs-cor_2010-04-30.xsd#ifrs_LeaseAndSubleasePaymentsRecognisedAsExpense"
"4582","ifrs_LeaseAndSubleasePaymentsRecognisedAsExpenseAbstract","zh-tw","http://www.xbrl.org/2003/role/label","認列為費用之租賃及轉租給付 [抽象元素]","../ifrs-cor_2010-04-30.xsd#ifrs_LeaseAndSubleasePaymentsRecognisedAsExpenseAbstract"
"4583","ifrs_LegalFormOfEntity","zh-tw","http://www.xbrl.org/2003/role/label","個體之法律形式","../ifrs-cor_2010-04-30.xsd#ifrs_LegalFormOfEntity"
"4584","ifrs_LegalProceedingsProvision","zh-tw","http://www.xbrl.org/2003/role/label","有待法律程序決定之負債準備","../ifrs-cor_2010-04-30.xsd#ifrs_LegalProceedingsProvision"
"4585","ifrs_LegalProceedingsProvision","zh-tw","http://www.xbrl.org/2003/role/totalLabel","有待法律程序決定之負債準備總額","../ifrs-cor_2010-04-30.xsd#ifrs_LegalProceedingsProvision"
"4586","ifrs_LegalProceedingsProvisionAbstract","zh-tw","http://www.xbrl.org/2003/role/label","有待法律程序決定之負債準備 [抽象元素]","../ifrs-cor_2010-04-30.xsd#ifrs_LegalProceedingsProvisionAbstract"
"4587","ifrs_LevelOfPriceIndex","zh-tw","http://www.xbrl.org/2003/role/label","物價指數水準","../ifrs-cor_2010-04-30.xsd#ifrs_LevelOfPriceIndex"
"4588","ifrs_LevelOfRoundingUsedInFinancialStatements","zh-tw","http://www.xbrl.org/2003/role/label","財務報表使用之數量單位","../ifrs-cor_2010-04-30.xsd#ifrs_LevelOfRoundingUsedInFinancialStatements"
"4589","ifrs_Liabilities","zh-tw","http://www.xbrl.org/2003/role/label","負債","../ifrs-cor_2010-04-30.xsd#ifrs_Liabilities"
"4590","ifrs_Liabilities","zh-tw","http://www.xbrl.org/2003/role/totalLabel","負債總額","../ifrs-cor_2010-04-30.xsd#ifrs_Liabilities"
"4591","ifrs_LiabilitiesAbstract","zh-tw","http://www.xbrl.org/2003/role/label","負債 [抽象元素]","../ifrs-cor_2010-04-30.xsd#ifrs_LiabilitiesAbstract"
"4592","ifrs_LiabilitiesFromSharebasedPaymentTransactions","zh-tw","http://www.xbrl.org/2003/role/label","股份基礎給付交易之負債","../ifrs-cor_2010-04-30.xsd#ifrs_LiabilitiesFromSharebasedPaymentTransactions"
"4593","ifrs_LiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale","zh-tw","http://www.xbrl.org/2003/role/label","包括於分類為待出售處分群組中之負債","../ifrs-cor_2010-04-30.xsd#ifrs_LiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale"
"4594","ifrs_LicencesAndFranchises","zh-tw","http://www.xbrl.org/2003/role/label","許可權及特許權","../ifrs-cor_2010-04-30.xsd#ifrs_LicencesAndFranchises"
"4595","ifrs_LicencesAndFranchisesMember","zh-tw","http://www.xbrl.org/2003/role/label","許可權及特許權 [欄項目]","../ifrs-cor_2010-04-30.xsd#ifrs_LicencesAndFranchisesMember"
"4596","ifrs_LicencesAndFranchisesInternallyGeneratedMember","zh-tw","http://www.xbrl.org/2003/role/label","許可權及特許權-內部產生 [欄項目]","../ifrs-cor_2010-04-30.xsd#ifrs_LicencesAndFranchisesInternallyGeneratedMember"
